"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"desmoid tumour";"Desmoid tumors";"http://purl.obolibrary.org/obo/HP_0100245";"100";"false";"false"
"oropharyngeal squamous cell carcinoma";"Oropharyngeal squamous cell carcinoma";"http://purl.obolibrary.org/obo/HP_0012182";"100";"false";"false"
"pediatric glioma";"Developmental glaucoma";"http://purl.obolibrary.org/obo/HP_0001087";"81.25";"false";"false"
"alagille syndrome";"Cachexia";"http://purl.obolibrary.org/obo/HP_0004326";"57.14";"false";"false"
"her2 positive metastatic breast cancer";"Breast carcinoma";"http://purl.obolibrary.org/obo/HP_0003002";"58.33";"false";"false"
"xiap deficiency";"Decreased serum complement C8";"http://purl.obolibrary.org/obo/HP_0004434";"63.64";"false";"false"
"uterine serous carcinoma";"Ovarian serous cystadenoma";"http://purl.obolibrary.org/obo/HP_0012887";"57.14";"false";"false"
"acute pyelonephritis";"Pyelonephritis";"http://purl.obolibrary.org/obo/HP_0012330";"81.48";"false";"false"
"hypoplastic left heart syndrome";"Hypoplastic right heart";"http://purl.obolibrary.org/obo/HP_0010954";"84.75";"false";"false"
"intervertebral disc degeneration";"Intervertebral disc degeneration";"http://purl.obolibrary.org/obo/HP_0008419";"100";"false";"false"
"thymidine kinase 2 deficiency";"Reduced kininogen activity";"http://purl.obolibrary.org/obo/HP_0005527";"58.54";"false";"false"
"epithelioid mesothelioma";"Epithelioid hemangioma";"http://purl.obolibrary.org/obo/HP_0032060";"70.83";"false";"false"
"lassa fever";"Fever";"http://purl.obolibrary.org/obo/HP_0001945";"66.67";"false";"false"
"methylmalonic acidemia";"Methylmalonic acidemia";"http://purl.obolibrary.org/obo/HP_0002912";"100";"false";"false"
"falciparum malaria";"Facial paralysis";"http://purl.obolibrary.org/obo/HP_0007209";"45.71";"false";"false"
"fanconi s anemia";"Anemia";"http://purl.obolibrary.org/obo/HP_0001903";"63.64";"false";"false"
"centronuclear myopathy";"Concentric hypertrophic cardiomyopathy";"http://purl.obolibrary.org/obo/HP_0005157";"58.62";"false";"false"
"leukocyte adhesion deficiency type 1";"Impaired platelet adhesion";"http://purl.obolibrary.org/obo/HP_0008352";"41.51";"false";"false"
"filarial disease";"Coronary artery atherosclerosis";"http://purl.obolibrary.org/obo/HP_0001677";"66.67";"false";"false"
"huntington disease";"Hodgkin lymphoma";"http://purl.obolibrary.org/obo/HP_0012189";"60.61";"false";"false"
"marijuana use disorder";"Positive urine cannabinoid test";"http://purl.obolibrary.org/obo/HP_0500110";"47.83";"false";"false"
"respiratory infection";"Respiratory tract infection";"http://purl.obolibrary.org/obo/HP_0011947";"100";"false";"false"
"intermittent explosive disorder";"Recurrent";"http://purl.obolibrary.org/obo/HP_0031796";"58.82";"false";"false"
"invasive prostate cancer";"Prostate cancer";"http://purl.obolibrary.org/obo/HP_0012125";"83.33";"false";"false"
"pneumonia due to klebsiella pneumoniae";"Recurrent pneumonia";"http://purl.obolibrary.org/obo/HP_0006532";"57.97";"false";"false"
"neisseria gonorrhoeae infection";"Recurrent Neisserial infections";"http://purl.obolibrary.org/obo/HP_0005430";"69.23";"false";"false"
"ascites";"Ascites";"http://purl.obolibrary.org/obo/HP_0001541";"100";"false";"false"
"pressure ulcers";"Pressure ulcer";"http://purl.obolibrary.org/obo/HP_0012399";"100";"false";"false"
"hyperphagia";"Polyphagia";"http://purl.obolibrary.org/obo/HP_0002591";"100";"false";"false"
"agitation";"Agitation";"http://purl.obolibrary.org/obo/HP_0000713";"100";"false";"false"
"influenza virus infection";"Recurrent Haemophilus influenzae infections";"http://purl.obolibrary.org/obo/HP_0005376";"70.83";"false";"false"
"stroke";"Stroke";"http://purl.obolibrary.org/obo/HP_0001297";"100";"false";"false"
"aromatic l amino acid decarboxylase deficiency";"Anti-glutamic acid decarboxylase antibody positivity";"http://purl.obolibrary.org/obo/HP_0025329";"54.12";"false";"false"
"acute adenoviral conjunctivitis";"Conjunctivitis";"http://purl.obolibrary.org/obo/HP_0000509";"56.25";"false";"false"
"nasal congestion";"Glomerular capillary congestion";"http://purl.obolibrary.org/obo/HP_0033270";"48.48";"false";"false"
"opioid dependence";"Opioid addiction";"http://purl.obolibrary.org/obo/HP_0033515";"100";"false";"false"
"colorectal cancer";"Colon cancer";"http://purl.obolibrary.org/obo/HP_0003003";"75.86";"false";"false"
"spinal cord injury";"Myelitis";"http://purl.obolibrary.org/obo/HP_0012486";"71.79";"false";"false"
"bladder disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"53.33";"false";"false"
"bipolar disorder";"Bipolar affective disorder";"http://purl.obolibrary.org/obo/HP_0007302";"100";"false";"false"
"rotavirus infection diarrhoea";"Intractable diarrhea";"http://purl.obolibrary.org/obo/HP_0002041";"63.64";"false";"false"
"neurological disorder";"Progressive neurologic deterioration";"http://purl.obolibrary.org/obo/HP_0002344";"64.71";"false";"false"
"insulin dependent diabetes";"Type II diabetes mellitus";"http://purl.obolibrary.org/obo/HP_0005978";"91.67";"false";"false"
"chronic obstructive pulmonary disease";"Chronic pulmonary obstruction";"http://purl.obolibrary.org/obo/HP_0006510";"100";"false";"false"
"transplant rejection";"Status post organ transplantation";"http://purl.obolibrary.org/obo/HP_0032444";"59.46";"false";"false"
"peripheral arterial disease";"Peripheral arterial stenosis";"http://purl.obolibrary.org/obo/HP_0004950";"100";"false";"false"
"breast cancer";"Breast carcinoma";"http://purl.obolibrary.org/obo/HP_0003002";"100";"false";"false"
"pseudomonas infection";"Acute infectious pneumonia";"http://purl.obolibrary.org/obo/HP_0011949";"58.54";"false";"false"
"hypercalcaemia";"Hypercalcemia";"http://purl.obolibrary.org/obo/HP_0003072";"100";"false";"false"
"motor neurone disease";"Abnormal lower motor neuron morphology";"http://purl.obolibrary.org/obo/HP_0002366";"86.96";"false";"false"
"hairy cell leukaemia";"Leukemia";"http://purl.obolibrary.org/obo/HP_0001909";"64.52";"false";"false"
"haematological malignancy";"Hematological neoplasm";"http://purl.obolibrary.org/obo/HP_0004377";"57.89";"false";"false"
"dermatomycosis";"Dermatomal";"http://purl.obolibrary.org/obo/HP_0025294";"69.57";"false";"false"
"multiple sclerosis";"Multiple enchondromatosis";"http://purl.obolibrary.org/obo/HP_0005701";"58.54";"false";"false"
"osteopetrosis";"Osteopetrosis";"http://purl.obolibrary.org/obo/HP_0011002";"100";"false";"false"
"pneumonia";"Pneumonia";"http://purl.obolibrary.org/obo/HP_0002090";"100";"false";"false"
"open angle glaucoma";"Open angle glaucoma";"http://purl.obolibrary.org/obo/HP_0012108";"100";"false";"false"
"growth hormone deficiency";"Decreased response to growth hormone stimuation test";"http://purl.obolibrary.org/obo/HP_0000824";"100";"false";"false"
"lung cancer";"Laryngeal carcinoma";"http://purl.obolibrary.org/obo/HP_0012118";"76.92";"false";"false"
"major depressive disorder";"Nonprogressive";"http://purl.obolibrary.org/obo/HP_0003680";"60";"false";"false"
"urolithiasis";"Calcium oxalate nephrolithiasis";"http://purl.obolibrary.org/obo/HP_0008672";"75";"false";"false"
"angina pectoris";"Angina pectoris";"http://purl.obolibrary.org/obo/HP_0001681";"100";"false";"false"
"allergic rhinitis";"Allergic rhinitis";"http://purl.obolibrary.org/obo/HP_0003193";"100";"false";"false"
"lipid metabolism disorder";"Abnormality of glycolipid metabolism";"http://purl.obolibrary.org/obo/HP_0010969";"59.57";"false";"false"
"friedreich s ataxia";"Ataxia";"http://purl.obolibrary.org/obo/HP_0001251";"56";"false";"false"
"substance use disorder";"Tics";"http://purl.obolibrary.org/obo/HP_0100033";"53.33";"false";"false"
"arteriosclerosis";"Arteriosclerosis";"http://purl.obolibrary.org/obo/HP_0002634";"100";"false";"false"
"liver disease";"Degenerative liver disease";"http://purl.obolibrary.org/obo/HP_0005237";"81.25";"false";"false"
"ventilator associated pneumonia";"Aspiration pneumonia";"http://purl.obolibrary.org/obo/HP_0011951";"60";"false";"false"
"fallopian tube cancer";"Fallopian tube cyst";"http://purl.obolibrary.org/obo/HP_0012883";"76.19";"false";"false"
"metastatic colorectal cancer";"Colon cancer";"http://purl.obolibrary.org/obo/HP_0003003";"57.89";"false";"false"
"peritoneal cavity cancer";"Peritonitis";"http://purl.obolibrary.org/obo/HP_0002586";"53.33";"false";"false"
"blood forming organ disorder";"Phenotypic abnormality";"http://purl.obolibrary.org/obo/HP_0000118";"48.65";"false";"false"
"urinary incontinence";"Urinary incontinence";"http://purl.obolibrary.org/obo/HP_0000020";"100";"false";"false"
"discovery agent";"Abnormal conjugate eye movement";"http://purl.obolibrary.org/obo/HP_0000549";"52.63";"false";"false"
"sarcoma";"Sarcoma";"http://purl.obolibrary.org/obo/HP_0100242";"100";"false";"false"
"glaucoma ocular hypertension";"Ocular hypertension";"http://purl.obolibrary.org/obo/HP_0007906";"79.07";"false";"false"
"ocular infection";"Inflammatory abnormality of the eye";"http://purl.obolibrary.org/obo/HP_0100533";"68.97";"false";"false"
"acute lymphoblastic leukaemia";"Acute lymphoblastic leukemia";"http://purl.obolibrary.org/obo/HP_0006721";"100";"false";"false"
"asthma";"Asthma";"http://purl.obolibrary.org/obo/HP_0002099";"100";"false";"false"
"acute myeloid lymphoma";"Acute myeloid leukemia";"http://purl.obolibrary.org/obo/HP_0004808";"68.18";"false";"false"
"cachexia";"Cachexia";"http://purl.obolibrary.org/obo/HP_0004326";"100";"false";"false"
"atopic dermatitis";"Atopic dermatitis";"http://purl.obolibrary.org/obo/HP_0001047";"100";"false";"false"
"chronic lymphocytic leukaemia";"Chronic lymphatic leukemia";"http://purl.obolibrary.org/obo/HP_0005550";"94.55";"false";"false"
"stomach ulcer";"Gastric ulcer";"http://purl.obolibrary.org/obo/HP_0002592";"100";"false";"false"
"severe acute respiratory syndrome sars";"Acute respiratory distress syndrome";"http://purl.obolibrary.org/obo/HP_0033677";"72.46";"false";"false"
"peritoneal metastasis";"Peritonitis";"http://purl.obolibrary.org/obo/HP_0002586";"61.54";"false";"false"
"dry cough";"Nonproductive cough";"http://purl.obolibrary.org/obo/HP_0031246";"100";"false";"false"
"peripheral vascular disease";"Peripheral arterial stenosis";"http://purl.obolibrary.org/obo/HP_0004950";"70.83";"false";"false"
"diabetic neuropathy";"Peripheral axonal neuropathy";"http://purl.obolibrary.org/obo/HP_0003477";"64.71";"false";"false"
"methicillin resistant staphylococci infection";"Methicillin-resistant Staphylococcus aureus infection";"http://purl.obolibrary.org/obo/HP_0032326";"88.37";"false";"false"
"respiratory disease";"Restrictive ventilatory defect";"http://purl.obolibrary.org/obo/HP_0002091";"80.85";"false";"false"
"cardiac disease";"Celiac disease";"http://purl.obolibrary.org/obo/HP_0002608";"75.86";"false";"false"
"type 1 2 diabetes";"Type II diabetes mellitus";"http://purl.obolibrary.org/obo/HP_0005978";"93.33";"false";"false"
"gastrointestinal disease";"Arthropathy";"http://purl.obolibrary.org/obo/HP_0003040";"57.14";"false";"false"
"osteoarthritis pain";"Osteoarthritis";"http://purl.obolibrary.org/obo/HP_0002758";"81.48";"false";"false"
"inflammatory pain";"Inflammatory myopathy";"http://purl.obolibrary.org/obo/HP_0009071";"70";"false";"false"
"worm infection";"Osteomyelitis";"http://purl.obolibrary.org/obo/HP_0002754";"58.33";"false";"false"
"heart arrhythmia";"Arrhythmia";"http://purl.obolibrary.org/obo/HP_0011675";"78.57";"false";"false"
"ileus";"Ileus";"http://purl.obolibrary.org/obo/HP_0002595";"100";"false";"false"
"cystitis";"Recurrent cystitis";"http://purl.obolibrary.org/obo/HP_0012786";"69.57";"false";"false"
"harmful effects of drugs medicaments or biological substances";"Synostosis involving the 1st metacarpal";"http://purl.obolibrary.org/obo/HP_0009703";"42.25";"false";"false"
"acromegaly";"Growth hormone excess";"http://purl.obolibrary.org/obo/HP_0000845";"100";"false";"false"
"bone marrow transplantation";"History of bone marrow transplant";"http://purl.obolibrary.org/obo/HP_0032557";"85.19";"false";"false"
"premature labour";"Premature graying of hair";"http://purl.obolibrary.org/obo/HP_0002216";"60";"false";"false"
"candidiasis";"Candida esophagitis";"http://purl.obolibrary.org/obo/HP_0033351";"73.33";"false";"false"
"metastatic cancer";"Prostate cancer";"http://purl.obolibrary.org/obo/HP_0012125";"70.97";"false";"false"
"pulmonary disease";"Abnormal pulmonary Interstitial morphology";"http://purl.obolibrary.org/obo/HP_0006530";"75.56";"false";"false"
"liposarcoma";"Liposarcoma";"http://purl.obolibrary.org/obo/HP_0012034";"100";"false";"false"
"neuroendocrine cancer";"Merkel cell skin cancer";"http://purl.obolibrary.org/obo/HP_0030447";"65.22";"false";"false"
"anaemia";"Anemia";"http://purl.obolibrary.org/obo/HP_0001903";"100";"false";"false"
"chronic pain";"Chronic pain";"http://purl.obolibrary.org/obo/HP_0012532";"100";"false";"false"
"dysmenorrhea";"Dysmenorrhea";"http://purl.obolibrary.org/obo/HP_0100607";"100";"false";"false"
"tobacco dependence";"Exacerbated by tobacco use";"http://purl.obolibrary.org/obo/HP_0032500";"48.48";"false";"false"
"hyperthyroidism";"Hyperthyroidism";"http://purl.obolibrary.org/obo/HP_0000836";"100";"false";"false"
"long chain fatty acid oxidation disorder";"Elevated circulating long chain fatty acid concentration";"http://purl.obolibrary.org/obo/HP_0003455";"72.13";"false";"false"
"lung infection";"Recurrent lower respiratory tract infections";"http://purl.obolibrary.org/obo/HP_0002783";"75";"false";"false"
"neutropenia";"Neutropenia";"http://purl.obolibrary.org/obo/HP_0001875";"100";"false";"false"
"kidney injury";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"84.85";"false";"false"
"myeloproliferative syndrome";"Transient myeloproliferative syndrome";"http://purl.obolibrary.org/obo/HP_0005534";"80";"false";"false"
"osteoporosis";"Osteoporosis";"http://purl.obolibrary.org/obo/HP_0000939";"100";"false";"false"
"female sexual arousal dysfunction";"Female sexual dysfunction";"http://purl.obolibrary.org/obo/HP_0030014";"88";"false";"false"
"anemia";"Anemia";"http://purl.obolibrary.org/obo/HP_0001903";"100";"false";"false"
"brain cancer";"Breast carcinoma";"http://purl.obolibrary.org/obo/HP_0003002";"66.67";"false";"false"
"metastatic malignant neoplasm";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"72.73";"false";"false"
"tumour";"Neoplasm";"http://purl.obolibrary.org/obo/HP_0002664";"100";"false";"false"
"asbestosis";"Astrocytosis";"http://purl.obolibrary.org/obo/HP_0002446";"63.64";"false";"false"
"anaplastic astrocytoma";"Astrocytoma";"http://purl.obolibrary.org/obo/HP_0009592";"72.73";"false";"false"
"bone disease";"Graves disease";"http://purl.obolibrary.org/obo/HP_0100647";"64";"false";"false"
"acute lung injury";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"66.67";"false";"false"
"hepatitis a virus infection";"Hepatic infarction";"http://purl.obolibrary.org/obo/HP_0033135";"68.75";"false";"false"
"lower urinary tract symptom";"Abnormality of the lower urinary tract";"http://purl.obolibrary.org/obo/HP_0010936";"76.36";"false";"false"
"pancreatic cancer";"Pancreatitis";"http://purl.obolibrary.org/obo/HP_0001733";"72";"false";"false"
"cutaneous lupus erythematosus";"Systemic lupus erythematosus";"http://purl.obolibrary.org/obo/HP_0002725";"73.47";"false";"false"
"giant cell arteritis";"Arteritis";"http://purl.obolibrary.org/obo/HP_0012089";"52.17";"false";"false"
"skin imperfections";"Cellulitis";"http://purl.obolibrary.org/obo/HP_0100658";"74.07";"false";"false"
"pancreatic tumour";"Neoplasm of the pancreas";"http://purl.obolibrary.org/obo/HP_0002894";"90.32";"false";"false"
"organ transplant rejection";"Status post organ transplantation";"http://purl.obolibrary.org/obo/HP_0032444";"79.07";"false";"false"
"colitis";"Colitis";"http://purl.obolibrary.org/obo/HP_0002583";"100";"false";"false"
"lateral sclerosis";"Amyotrophic lateral sclerosis";"http://purl.obolibrary.org/obo/HP_0007354";"75";"false";"false"
"venous thrombosis";"Venous thrombosis";"http://purl.obolibrary.org/obo/HP_0004936";"100";"false";"false"
"venous thromboembolism";"Thromboembolism";"http://purl.obolibrary.org/obo/HP_0001907";"81.25";"false";"false"
"alzheimer disease";"Alzheimer disease";"http://purl.obolibrary.org/obo/HP_0002511";"100";"false";"false"
"cholangiocarcinoma";"Cholangiocarcinoma";"http://purl.obolibrary.org/obo/HP_0030153";"100";"false";"false"
"t cell mediated immune dysfunction";"Impaired T cell function";"http://purl.obolibrary.org/obo/HP_0005435";"71.11";"false";"false"
"ocular pain";"Ocular pain";"http://purl.obolibrary.org/obo/HP_0200026";"100";"false";"false"
"acute kidney injury";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"100";"false";"false"
"hypoglycemia";"Hypoglycemia";"http://purl.obolibrary.org/obo/HP_0001943";"100";"false";"false"
"hepatic failure";"Hepatic failure";"http://purl.obolibrary.org/obo/HP_0001399";"100";"false";"false"
"hypogonadism";"Hypogonadism";"http://purl.obolibrary.org/obo/HP_0000135";"100";"false";"false"
"hodgkin lymphoma";"Hodgkin lymphoma";"http://purl.obolibrary.org/obo/HP_0012189";"100";"false";"false"
"primary biliary cirrhosis";"Biliary cirrhosis";"http://purl.obolibrary.org/obo/HP_0002613";"80.95";"false";"false"
"constitutional neutropenia";"Neutropenia";"http://purl.obolibrary.org/obo/HP_0001875";"70.59";"false";"false"
"toxoplasmosis";"Severe toxoplasmosis";"http://purl.obolibrary.org/obo/HP_0020105";"81.25";"false";"false"
"scleroderma";"Scleroderma";"http://purl.obolibrary.org/obo/HP_0100324";"100";"false";"false"
"postmenopausal osteoporosis";"Osteoporosis";"http://purl.obolibrary.org/obo/HP_0000939";"64.86";"false";"false"
"post traumatic stress disorder";"Posttraumatic stress symptom";"http://purl.obolibrary.org/obo/HP_0033676";"66.67";"false";"false"
"acid reflux disorder";"Gastroesophageal reflux";"http://purl.obolibrary.org/obo/HP_0002020";"79.07";"false";"false"
"hemorrhage";"Gastrointestinal hemorrhage";"http://purl.obolibrary.org/obo/HP_0002239";"86.96";"false";"false"
"dyspareunia";"Dyspareunia";"http://purl.obolibrary.org/obo/HP_0030016";"100";"false";"false"
"postmenopausal vaginal atrophy";"Vaginal adenosis";"http://purl.obolibrary.org/obo/HP_0025485";"53.66";"false";"false"
"b cell chronic lymphocytic leukaemia";"Chronic lymphatic leukemia";"http://purl.obolibrary.org/obo/HP_0005550";"83.87";"false";"false"
"endometrial cancer";"Cervical endometriosis";"http://purl.obolibrary.org/obo/HP_0012889";"70.27";"false";"false"
"acute promyelocytic leukaemia";"Acute promyelocytic leukemia";"http://purl.obolibrary.org/obo/HP_0004836";"100";"false";"false"
"neisseria meningitis infection";"Non-infectious meningitis";"http://purl.obolibrary.org/obo/HP_0033430";"65.12";"false";"false"
"bile duct disease";"Graves disease";"http://purl.obolibrary.org/obo/HP_0100647";"53.33";"false";"false"
"conjunctivitis";"Conjunctivitis";"http://purl.obolibrary.org/obo/HP_0000509";"100";"false";"false"
"inner ear disease";"Acne inversa";"http://purl.obolibrary.org/obo/HP_0040154";"54.55";"false";"false"
"lupus";"Lupus anticoagulant";"http://purl.obolibrary.org/obo/HP_0025343";"47.62";"false";"false"
"grass pollen hypersensitivity";"Emotional hypersensitivity";"http://purl.obolibrary.org/obo/HP_0041092";"64.86";"false";"false"
"acute radiation syndrome";"Acute respiratory distress syndrome";"http://purl.obolibrary.org/obo/HP_0033677";"62.96";"false";"false"
"postherpetic neuralgia";"Neuralgia";"http://purl.obolibrary.org/obo/HP_0033345";"64.52";"false";"false"
"ricin poisoning";"Conical primary incisor";"http://purl.obolibrary.org/obo/HP_0011082";"45.71";"false";"false"
"iron deficiency anemia";"Iron deficiency anemia";"http://purl.obolibrary.org/obo/HP_0001891";"100";"false";"false"
"monitored anaesthesia care";"Atresia of the external auditory canal";"http://purl.obolibrary.org/obo/HP_0000413";"54.17";"false";"false"
"bacterial infection";"Cellulitis";"http://purl.obolibrary.org/obo/HP_0100658";"85.71";"false";"false"
"osteoarthritis";"Osteoarthritis";"http://purl.obolibrary.org/obo/HP_0002758";"100";"false";"false"
"pulmonary embolism";"Pulmonary embolism";"http://purl.obolibrary.org/obo/HP_0002204";"100";"false";"false"
"non alcoholic steatohepatitis";"Hepatic steatosis";"http://purl.obolibrary.org/obo/HP_0001397";"56.41";"false";"false"
"cataract";"Cataract";"http://purl.obolibrary.org/obo/HP_0000518";"100";"false";"false"
"metabolic acidosis";"Metabolic acidosis";"http://purl.obolibrary.org/obo/HP_0001942";"100";"false";"false"
"perianal fistula";"Perineal fistula";"http://purl.obolibrary.org/obo/HP_0004871";"89.66";"false";"false"
"rabies";"Strabismus";"http://purl.obolibrary.org/obo/HP_0000486";"40";"false";"false"
"chronic idiopathic urticaria";"Chronic idiopathic urticaria";"http://purl.obolibrary.org/obo/HP_0410133";"100";"false";"false"
"myocardial disease";"Cardiomyopathy";"http://purl.obolibrary.org/obo/HP_0001638";"60";"false";"false"
"social anxiety disorder";"Anxiety";"http://purl.obolibrary.org/obo/HP_0000739";"53.33";"false";"false"
"t cell leukaemia";"Leukemia";"http://purl.obolibrary.org/obo/HP_0001909";"74.07";"false";"false"
"chronic low back pain";"Low back pain";"http://purl.obolibrary.org/obo/HP_0003419";"77.78";"false";"false"
"fatigue";"Fatigue";"http://purl.obolibrary.org/obo/HP_0012378";"100";"false";"false"
"adrenoleukodystrophy";"Leukodystrophy";"http://purl.obolibrary.org/obo/HP_0002415";"77.78";"false";"false"
"merkel cell carcinoma";"Merkel cell skin cancer";"http://purl.obolibrary.org/obo/HP_0030447";"65.22";"false";"false"
"cystic fibrosis";"Testicular fibrosis";"http://purl.obolibrary.org/obo/HP_0012860";"64.71";"false";"false"
"muscle wasting disease";"Cardiomyopathy";"http://purl.obolibrary.org/obo/HP_0001638";"75.68";"false";"false"
"fear related disorder";"Bipolar affective disorder";"http://purl.obolibrary.org/obo/HP_0007302";"60.61";"false";"false"
"blood transfusion";"Twin-to-twin transfusion";"http://purl.obolibrary.org/obo/HP_0031110";"52.94";"false";"false"
"intractable insomnia";"Insomnia";"http://purl.obolibrary.org/obo/HP_0100785";"69.23";"false";"false"
"cervical cancer";"Cervix cancer";"http://purl.obolibrary.org/obo/HP_0030079";"85.71";"false";"false"
"oropharyngeal cancer";"Laryngeal carcinoma";"http://purl.obolibrary.org/obo/HP_0012118";"75";"false";"false"
"hepatocellular carcinoma";"Hepatocellular carcinoma";"http://purl.obolibrary.org/obo/HP_0001402";"100";"false";"false"
"retinitis pigmentosa";"Rod-cone dystrophy";"http://purl.obolibrary.org/obo/HP_0000510";"100";"false";"false"
"corneal disease";"Acne inversa";"http://purl.obolibrary.org/obo/HP_0040154";"64.52";"false";"false"
"acute and chronic heart failure";"Congestive heart failure";"http://purl.obolibrary.org/obo/HP_0001635";"89.36";"false";"false"
"type 1 diabetes";"Type I diabetes mellitus";"http://purl.obolibrary.org/obo/HP_0100651";"100";"false";"false"
"nausea and vomiting";"Nausea and vomiting";"http://purl.obolibrary.org/obo/HP_0002017";"100";"false";"false"
"sjogren syndrome";"Adrenogenital syndrome";"http://purl.obolibrary.org/obo/HP_0000840";"61.11";"false";"false"
"constipation";"Constipation";"http://purl.obolibrary.org/obo/HP_0002019";"100";"false";"false"
"yellow fever virus infection";"Jaundice";"http://purl.obolibrary.org/obo/HP_0000952";"59.09";"false";"false"
"restless legs syndrome";"Restless legs";"http://purl.obolibrary.org/obo/HP_0012452";"76.47";"false";"false"
"leber congenital amaurosis";"Congenital blindness";"http://purl.obolibrary.org/obo/HP_0007875";"85.71";"false";"false"
"aspergillosis";"Invasive pulmonary aspergillosis";"http://purl.obolibrary.org/obo/HP_0020103";"61.9";"false";"false"
"typhoid fever";"Fever";"http://purl.obolibrary.org/obo/HP_0001945";"60";"false";"false"
"otitis externa";"Otitis externa";"http://purl.obolibrary.org/obo/HP_0410017";"100";"false";"false"
"skin disease";"Hodgkin lymphoma";"http://purl.obolibrary.org/obo/HP_0012189";"74.07";"false";"false"
"muscular wasting";"Skeletal muscle atrophy";"http://purl.obolibrary.org/obo/HP_0003202";"72";"false";"false"
"type 2 diabetes";"Type II diabetes mellitus";"http://purl.obolibrary.org/obo/HP_0005978";"100";"false";"false"
"respiratory tract inflammation";"Respiratory tract infection";"http://purl.obolibrary.org/obo/HP_0011947";"82.35";"false";"false"
"sleep wake disorder";"Sleep-wake cycle disturbance";"http://purl.obolibrary.org/obo/HP_0006979";"66.67";"false";"false"
"rhinitis";"Rhinitis";"http://purl.obolibrary.org/obo/HP_0012384";"100";"false";"false"
"chronic hcv 1 infection";"Chronic infection";"http://purl.obolibrary.org/obo/HP_0031035";"83.33";"false";"false"
"dengue fever";"Fever";"http://purl.obolibrary.org/obo/HP_0001945";"66.67";"false";"false"
"nicotine dependence";"Nicotine addiction";"http://purl.obolibrary.org/obo/HP_0033543";"100";"false";"false"
"heart failure";"Congestive heart failure";"http://purl.obolibrary.org/obo/HP_0001635";"100";"false";"false"
"carcinoid syndrome";"Carcinoid tumor";"http://purl.obolibrary.org/obo/HP_0100570";"71.43";"false";"false"
"ocular inflammation";"Inflammatory abnormality of the eye";"http://purl.obolibrary.org/obo/HP_0100533";"100";"false";"false"
"salmonella infection";"Salmonella osteomyelitis";"http://purl.obolibrary.org/obo/HP_0005661";"87.8";"false";"false"
"heart disease";"Cardiomyopathy";"http://purl.obolibrary.org/obo/HP_0001638";"81.25";"false";"false"
"diabetic retinopathy";"Retinopathy";"http://purl.obolibrary.org/obo/HP_0000488";"77.42";"false";"false"
"disuse muscle atrophy";"Generalized amyotrophy";"http://purl.obolibrary.org/obo/HP_0003700";"87.8";"false";"false"
"factor ix deficiency";"Reduced factor XII activity";"http://purl.obolibrary.org/obo/HP_0004841";"80";"false";"false"
"advanced solid tumour";"Neoplasm";"http://purl.obolibrary.org/obo/HP_0002664";"51.85";"false";"false"
"leukodystrophy";"Leukodystrophy";"http://purl.obolibrary.org/obo/HP_0002415";"100";"false";"false"
"microvascular angina";"Vascular ring";"http://purl.obolibrary.org/obo/HP_0010775";"58.54";"false";"false"
"muscle atrophy";"Skeletal muscle atrophy";"http://purl.obolibrary.org/obo/HP_0003202";"100";"false";"false"
"alopecia";"Alopecia";"http://purl.obolibrary.org/obo/HP_0001596";"100";"false";"false"
"deep vein thrombosis";"Deep venous thrombosis";"http://purl.obolibrary.org/obo/HP_0002625";"100";"false";"false"
"hyperlipidaemia";"Hyperlipidemia";"http://purl.obolibrary.org/obo/HP_0003077";"90.32";"false";"false"
"hepatic fibrosis";"Hepatic fibrosis";"http://purl.obolibrary.org/obo/HP_0001395";"100";"false";"false"
"vibrio cholerae infection";"Inferior chorioretinal coloboma";"http://purl.obolibrary.org/obo/HP_0031613";"46.15";"false";"false"
"factor viii deficiency";"Reduced factor XII activity";"http://purl.obolibrary.org/obo/HP_0004841";"86.49";"false";"false"
"radiographic contrast medium";"Constricted radius";"http://purl.obolibrary.org/obo/HP_0003976";"51.16";"false";"false"
"status epilepticus seizure";"Status epilepticus";"http://purl.obolibrary.org/obo/HP_0002133";"85.71";"false";"false"
"lung disease";"Multiple pulmonary cysts";"http://purl.obolibrary.org/obo/HP_0005948";"77.42";"false";"false"
"coronary artery disease";"Coronary artery atherosclerosis";"http://purl.obolibrary.org/obo/HP_0001677";"82.05";"false";"false"
"myocardial infarction";"Myocardial infarction";"http://purl.obolibrary.org/obo/HP_0001658";"100";"false";"false"
"schizoaffective disorder";"Bipolar affective disorder";"http://purl.obolibrary.org/obo/HP_0007302";"61.9";"false";"false"
"diagnostic imaging";"Agnosia";"http://purl.obolibrary.org/obo/HP_0010524";"45.45";"false";"false"
"gastric motility disorder";"Tics";"http://purl.obolibrary.org/obo/HP_0100033";"62.5";"false";"false"
"chemotherapy induced nausea";"Nausea";"http://purl.obolibrary.org/obo/HP_0002018";"42.42";"false";"false"
