,DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
6653,isradipine,1511,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,P27732,Cacna1d,CAC1D_RAT,6.66,,IC50,Antagonist activity at rat voltage-dependent L-type calcium channel Cav1.3alpha-1D expressed in HEK293 cells by FLIPR assay,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:70973
6654,isradipine,1511,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,Q9JIS7,Cacna1f,CAC1F_MOUSE,6.7,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Mus musculus,MGI:1859639
6655,isradipine,1511,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q01815,Cacna1c,CAC1C_MOUSE,7.5,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Mus musculus,MGI:103013
6777,ketorolac,1529,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,4.44,,IC50,Inhibition of PAK1 in human A549 cells using myelin basic protein as substrate preincubated for 24 hrs followed by PAK1 immunoprecipation and substrate addition measured after 60 mins by ATP-Glo kinase assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
6791,ketotifen,1530,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.016,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
6821,lacidipine,1532,Voltage-gated L-type calcium channel,Ion channel,Q01668|Q13936,CACNA1D|CACNA1C,CAC1D_HUMAN|CAC1C_HUMAN,,,,Mechanism of Action,SCIENTIFIC LITERATURE,,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/17276408,BLOCKER,Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1391
6923,levamisole,1561,Acetylcholine receptor subunit alpha-type unc-63,Ion channel,Q9N587,unc-63,ACH6_CAEEL,,,,,WOMBAT-PK,,,,,,,,Caenorhabditis elegans,WormBase:WBGene00006797
6987,levosimendan,1576,"Troponin C, slow skeletal and cardiac muscles",Cytosolic other,P63316,TNNC1,TNNC1_HUMAN,3.155,,Kd,affinity for the binding of levosimendan to cNTnC-Ca2+-cTnI-(144-163) complex,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/18570382,https://pubmed.ncbi.nlm.nih.gov/18570382,OPENER,Tclin,Homo sapiens,HGNC:11943
7005,lidocaine,1579,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,4.955,,IC50,,WOMBAT-PK,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
7075,lofepramine,1592,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.1739999999999995,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
7181,lovastatin,1612,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,4.59,,IC50,Inhibition of recombinant HDAC2 (unknown origin) after 10 mins by fluorimetric analysis,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:4853
7207,loxapine,1613,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.26,,IC50,Inhibition of binding of 1.0 nM [3H]pirenzepine to cloned human Muscarinic acetylcholine receptor M1 expressed in membranes from CHO-K1 cells,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
7296,manidipine,1631,Voltage-gated L-type calcium channel,Ion channel,Q01668|Q13936,CACNA1D|CACNA1C,CAC1D_HUMAN|CAC1C_HUMAN,,,,Mechanism of Action,SCIENTIFIC LITERATURE,,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/8287905,BLOCKER,Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1391
7313,maprotiline,1634,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.845,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
7374,mebhydrolin,1643,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.745,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
7384,mecamylamine,1646,Acetylcholine receptor subunit alpha,Ion channel,P02708,CHRNA1,ACHA_HUMAN,5.82,,IC50,,IUPHAR,~,,,,,BLOCKER,Tclin,Homo sapiens,HGNC:1955
7505,menadione,1683,Dual specificity phosphatase Cdc25A,Enzyme,P30304,CDC25A,MPIP1_HUMAN,5.16,,IC50,Inhibition of recombinant Cdc25A (unknown origin) using OMFP as substrate measured every 30 sec for 10 mins by fluorometric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1725
7508,menadione,1683,M-phase inducer phosphatase 1,Enzyme,P30304,CDC25A,MPIP1_HUMAN,5.16,,IC50,Inhibition of recombinant Cdc25A (unknown origin) using OMFP as substrate measured every 30 sec for 10 mins by fluorometric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1725
7522,pecazine,1688,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.721,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
7533,mepenzolate,1689,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL524004,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
7572,mequitazine,1707,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.252,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
7614,mesoridazine,1712,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.0,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
7671,methacholine,1726,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.638,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
7676,methacholine,1726,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,6.4,,EC50,,IUPHAR,=,,,,,AGONIST,,Rattus norvegicus,RGD:2342
7712,methapyrilene,1738,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.939,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
7815,methscopolamine,1757,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.9,,Ki,,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201268,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
7837,methylthioninium chloride,1763,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,6.26,,IC50,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
7901,methysergide,1775,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.263,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
7931,metixene,1780,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201342,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
7941,metoclopramide,1782,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
8023,mezlocillin,1795,Serum albumin,Secreted,P02768,ALB,ALBU_HUMAN,4.18,,Ki,,WOMBAT-PK,=,,,,,,Tchem,Homo sapiens,HGNC:399
8045,mianserin,1796,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.465,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
8090,mibefradil,1797,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,4.9,,IC50,,IUPHAR,=,,,,,BLOCKER,Tclin,Homo sapiens,HGNC:1390
8129,miconazole,1800,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.02,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
8260,miltefosine,1810,Dual specificity phosphatase Cdc25A,Enzyme,P30304,CDC25A,MPIP1_HUMAN,4.6,,IC50,Inhibition of Cell division cycle 25 (Cdc25) phosphatase,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1725
8266,minaprine,1812,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.77,,Ki,Binding affinity towards muscarinic M1 receptor,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
8268,minaprine,1812,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,4.77,,IC50,Displacement of [3H]pirenzepine from cerebral Muscarinic acetylcholine receptor M1,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
8287,mirtazapine,1816,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
8317,mitoxantrone,1821,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.744,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
8341,mivacurium,1822,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL984,ANTAGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
8396,montelukast,1836,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.712999999999999,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
8691,nicotinamide,1906,NAD-dependent protein deacetylase sirtuin-2,Enzyme,Q8IXJ6,SIRT2,SIR2_HUMAN,5.92,,IC50,Inhibition of recombinant SIRT2 using ZMAL substrate after 4 hrs by homogeneous fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10886
8713,nicardipine,1909,Voltage-gated L-type calcium channel,Ion channel,P22002|P27732|Q02485,Cacna1c|Cacna1d|Cacna1s,CAC1C_RAT|CAC1D_RAT|CAC1S_RAT,9.08,,Ki,Inhibition of [3H]nitrendipine binding to L-type calcium channel from rat brain cortex homogenate,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2245
8714,nicardipine,1909,Voltage-gated L-type calcium channel,Ion channel,Q01668|Q13936,CACNA1D|CACNA1C,CAC1D_HUMAN|CAC1C_HUMAN,,,,Mechanism of Action,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1484,BLOCKER,Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1391
8720,niclosamide,1912,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.0,,IC50,Inhibition of Src kinase,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
8724,niclosamide,1912,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,4.62,,IC50,Inhibition of LYN after 60 mins by radiometric assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
8753,nicotine,1920,Acetylcholine receptor subunit beta-like 2,Ion channel,P25162,nAChRbeta2,ACH4_DROME,5.57,,Ki,Binding affinity to Drosophila brain nicotinic acetylcholine receptor assessed as [3H]IMI binding by radioligand binding assay,CHEMBL,=,,,,,,,Drosophila melanogaster,FlyBase:FBgn0004118
8769,nicotine,1920,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,P02708|P07510|P11230|Q07001,CHRNA1|CHRNG|CHRNB1|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,5.83,,Ki,Binding affinity to alpha-1-beta-gamma-delta nicotinic receptor,CHEMBL,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
8773,nicotine,1920,Muscarinic acetylcholine receptor,GPCR,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,ACM1_RAT|ACM3_RAT|ACM4_RAT|ACM5_RAT|ACM2_RAT,4.55,,IC50,Inhibitory concentration required for in vitro binding affinity to cholinergic central muscarinic receptor on rat brain cortex by using [3H]OXO-M,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
8774,nicotine,1920,Acetylcholine receptor subunit alpha,Ion channel,P02708,CHRNA1,ACHA_HUMAN,4.68,,IC50,Inhibition of [3H]alpha-BGT binding to alpha1 nicotinic acetylcholine receptor in Homo sapiens (human) TE671 cells co-expressing gammaalpha1deltabeta1 nicotinic acetylcholine receptor subunits,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1955
8790,nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,7.7,,IC50,Recombinant Cav1.3 calcium channel complexes expressed in tsA-cells,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL193,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1391
8795,nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q13698,CACNA1S,CAC1S_HUMAN,6.3,,IC50,,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:1397
8803,nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,O60840,CACNA1F,CAC1F_HUMAN,6.0,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1393
8810,nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,P22002,Cacna1c,CAC1C_RAT,8.46,,Ki,"Inhibition of [3H](+)-PN200-110 binding to L-type calcium channel 1,4-DHP binding site of rat ventricular myocytes",CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2245
8811,nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,P27732,Cacna1d,CAC1D_RAT,8.92,,Ki,Binding affinity for L-type [Ca2+] channels was measured through displacement of [3H]nitrendipine on rat cortex homogenates.,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:70973
8816,nifedipine,1922,Voltage-gated L-type calcium channel,Ion channel,P22002|P27732|Q02485,Cacna1c|Cacna1d|Cacna1s,CAC1C_RAT|CAC1D_RAT|CAC1S_RAT,8.33,,Ki,Inhibition of [3H]nitrendipine binding to L-type calcium channel from rat brain cortex homogenate,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2245
8823,nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,9.4,,Kd,Displacement of [3H]nitrendipine from dihydropyridine receptor of guinea pig myocardial membranes,CHEMBL,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/17276408,BLOCKER,Tclin,Homo sapiens,HGNC:1390
8850,nilotinib,1932,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.72,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
8871,nilotinib,1932,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,7.0,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
8915,nilvadipine,1934,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1390
8916,nilvadipine,1934,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1391
8917,nilvadipine,1934,Voltage-gated L-type calcium channel,Ion channel,Q01668|Q13936,CACNA1D|CACNA1C,CAC1D_HUMAN|CAC1C_HUMAN,,,,Mechanism of Action,SCIENTIFIC LITERATURE,,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/7898101,BLOCKER,Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1391
8936,nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,,,,,UNKNOWN,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1428,BLOCKER,Tclin,Homo sapiens,HGNC:1390
8937,nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,,,,,UNKNOWN,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1428,BLOCKER,Tclin,Homo sapiens,HGNC:1391
8940,nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q13698,CACNA1S,CAC1S_HUMAN,6.0,,IC50,,IUPHAR,~,,,,,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1397
8943,nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,O60840,CACNA1F,CAC1F_HUMAN,6.0,,IC50,,IUPHAR,~,,,,,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1393
8946,nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,P22002,Cacna1c,CAC1C_RAT,6.8,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Rattus norvegicus,RGD:2245
8947,nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,P27732,Cacna1d,CAC1D_RAT,6.6,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Rattus norvegicus,RGD:70973
8952,nisoldipine,1942,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,7.1,,IC50,,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1726,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1390
8953,nisoldipine,1942,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,,,,,UNKNOWN,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1726,BLOCKER,Tclin,Homo sapiens,HGNC:1391
8957,nisoldipine,1942,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q01815,Cacna1c,CAC1C_MOUSE,8.0,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Mus musculus,MGI:103013
8958,nisoldipine,1942,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q99246,Cacna1d,CAC1D_MOUSE,7.0,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Mus musculus,MGI:88293
8973,nitrendipine,1947,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,8.4,,IC50,Recombinant Cav1.3 calcium channel complexes expressed in tsA-cells,IUPHAR,=,1.0,IUPHAR,,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2334,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1391
8977,nitrendipine,1947,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,O60840,CACNA1F,CAC1F_HUMAN,6.0,,IC50,,IUPHAR,~,,,,,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1393
8980,nitrendipine,1947,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,P22002,Cacna1c,CAC1C_RAT,6.0,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Rattus norvegicus,RGD:2245
8981,nitrendipine,1947,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q02485,Cacna1s,CAC1S_RAT,6.0,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Rattus norvegicus,RGD:70983
8984,nitrendipine,1947,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,9.6,,Ki,Inhibition of [3H]nitrendipine binding to L-type calcium channel dihydropyridine site of porcine cardiac sarcolemma membrane vesicles,CHEMBL,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/17276408,BLOCKER,Tclin,Homo sapiens,HGNC:1390
9092,nortriptyline,1971,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.398,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
9109,nortriptyline,1971,ATP-sensitive inward rectifier potassium channel 10,Ion channel,P78508,KCNJ10,KCJ10_HUMAN,4.796,,IC50,inhibition at +30 mV,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/17071817,,BLOCKER,Tbio,Homo sapiens,HGNC:6256
9140,ofloxacin,1981,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.41,,IC50,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
9167,olanzapine,1982,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.506,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
9188,olanzapine,1982,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,7.66,,Ki,Half-maximal inhibition of [3H]QNB binding to Muscarinic acetylcholine receptor M1 in rat frontal cortex homogenate,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
9216,omapatrilat,1989,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,6.7,,IC50,Inhibition of APP (unknown origin),CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
9217,omapatrilat,1989,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,6.7,,IC50,Inhibition of APP (unknown origin),CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:620
9237,ondansetron,1992,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,5.0,,Ki,The binding affinity was measured on muscarine M1 receptor using [3H]- pirenzepine as radioligand.,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
9286,orphenadrine,1999,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.39,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
9341,oxatomide,2014,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.13,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
9346,oxyphencyclimine,2026,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200891,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
9363,oxybutynin,2028,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,8.23,,Ki,Binding affinity for rat cortex muscarinic acetylcholine receptor M1 using [3H]pirenzepine,CHEMBL,=,,,,,,,Rattus norvegicus,RGD:2342
9365,oxybutynin,2028,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.0,,Ki,Displacement of 1-[N-methyl- 3H]scopolamine from human muscarinic M1 receptor expressed in Sf9 cells,CHEMBL,=,1.0,DRUG LABEL,,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000532/WC500040171.pdf,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
9426,oxyphenonium,2039,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200906,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
9474,aminosalicylic acid,2050,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,2.92,,Kd,Dissociation constant for Protein-tyrosine phosphatase 1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
9476,pancuronium,2052,Acetylcholine receptor,Ion channel,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,8.201,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL185073,ANTAGONIST,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
9478,pancuronium,2052,Acetylcholine receptor; alpha1/beta1/delta/gamma,Ion channel,P02708|P07510|P11230|Q07001,CHRNA1|CHRNG|CHRNB1|CHRND,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHD_HUMAN,7.09,,IC50,GRAC: human AChR-alpha1 commonly used antagonist,CHEMBL,=,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,Homo sapiens,HGNC:1955
